accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists_per90,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists_per90,expectedGoals_per90,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals_per90,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,Team,player id,team id,position,weight,height,dob,preferred_foot,country,contract_until,name_key,Name,market_value_eur,league,season,minutesPlayed_total,appearances_total,goals_overperformance_per90,assists_overperformance_per90
2.66,0.79,23.85,15.24,3.02,57.56,28.63,17.66,45.49,83.75,0.46,31.25,1.01,1.1,0.21,0.0,0.0,0.0,4.77,0.4,0.12,0.43,0.21,0.61,1.1,0.0,0.0,0.86,1.62,5.56,0.0,0.12,0.19,0.19,1.59,0.0,11.32,0.0,0.18,0.4,1.13,0.95,0.18,0.18,0.0,,4.4,49.15,0.06,0.0,0.0,8.83,0.4,2.47,0.06,0.98,0.06,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11,0.73,0.0,7.31,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.06,0.92,0.7,0.58,0.61,0.79,55.32,0.0,1.99,1.01,50.77,2.41,5.13,1.44,3.33,4.86,46.63,5.25,37.94,19.7,54.32,8.04,1.62,0.12,71.09,1.65,0.24,0.0,Chelsea,974505,38,M,,177.0,2001-01-17 00:00:00+00:00,Right,Argentina,2032-06-30 00:00:00+00:00,enzofernandez,Enzo Fernández,3500000.0,England Premier League,24/25,2946,36,-0.01,0.02
1.73,1.08,22.45,19.62,2.02,51.9,33.17,16.96,49.04,86.75,0.25,38.46,0.39,1.53,0.35,0.0,0.0,0.0,3.75,0.3,0.25,0.54,0.0,0.84,1.53,0.0,0.0,1.23,0.99,5.82,0.0,0.05,0.29,0.29,1.58,0.05,23.08,0.0,0.44,0.79,1.58,1.53,0.05,0.35,0.1,,6.31,53.78,0.0,0.0,0.05,7.49,0.59,2.02,0.15,1.04,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,0.74,0.0,7.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,202.89,0.82,0.3,1.18,0.74,0.54,0.84,1.63,49.25,0.0,1.53,0.94,61.29,2.02,4.04,3.3,4.83,6.56,52.99,3.89,43.08,18.29,56.53,11.16,1.92,0.15,78.02,3.15,0.3,0.0,Tottenham Hotspur,356398,33,M,73.0,175.0,1996-11-23 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,jamesmaddison,James Maddison,25000000.0,England Premier League,24/25,1826,31,0.15,0.06
1.63,0.0,0.0,26.06,1.75,54.43,47.55,23.49,71.04,92.76,0.41,52.63,0.37,1.26,0.08,0.0,0.0,0.0,4.65,0.24,0.0,0.77,0.16,0.86,1.26,0.0,0.04,1.18,1.39,4.32,0.0,0.04,0.13,0.08,0.98,0.0,13.33,0.0,0.24,0.33,1.14,0.98,0.16,0.08,0.16,,4.77,54.67,0.0,0.0,0.0,5.55,0.98,1.35,0.0,1.02,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,0.57,0.0,7.3,0.04,0.24,0.0,0.0,0.0,0.0,0.0,0.0,367.83,0.0,0.0,0.37,1.47,0.57,0.49,0.9,66.67,0.0,2.81,1.55,55.07,1.35,3.02,1.35,0.0,5.18,54.51,3.22,52.03,24.55,76.58,9.23,1.84,0.12,89.96,1.06,0.2,0.0,Manchester City,136710,17,M,,178.0,1994-05-06 00:00:00+00:00,Right,Croatia,2027-06-30 00:00:00+00:00,mateokovacic,Mateo Kovacic,30000000.0,England Premier League,24/25,2207,31,0.16,-0.05
2.37,0.0,0.0,4.09,3.94,54.47,9.51,22.56,32.07,81.6,3.17,74.64,1.08,1.02,0.03,0.0,0.0,0.0,3.02,0.15,0.06,0.12,0.31,6.43,1.02,0.0,0.0,0.22,0.46,2.83,0.03,0.09,0.07,0.04,1.08,0.0,6.67,0.86,0.03,0.06,1.17,1.08,0.09,0.03,0.0,,2.95,62.75,0.0,0.0,0.06,7.23,1.26,0.49,0.0,1.02,0.06,,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,8.22,0.12,0.0,7.3,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2924.0,0.0,0.0,0.46,0.0,0.22,0.12,0.15,71.43,0.0,1.97,1.23,62.5,0.49,4.43,0.22,0.03,6.13,68.38,7.23,15.21,24.13,39.31,7.41,0.46,0.15,54.51,0.86,0.18,0.0,Everton,145188,48,D,,185.0,1992-11-19 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,jamestarkowski,James Tarkowski,28000000.0,England Premier League,24/25,2924,33,-0.01,-0.04
0.23,0.65,18.64,22.43,0.29,83.33,31.06,4.29,34.7,84.43,0.0,0.0,0.76,1.7,0.35,0.0,0.0,0.0,3.7,0.47,0.0,0.76,0.18,0.12,1.64,0.0,0.0,3.46,0.41,8.57,0.0,0.0,0.22,0.08,0.59,0.0,10.34,0.0,0.18,0.53,0.82,0.65,0.18,0.12,0.06,,10.04,56.25,0.0,0.0,0.0,6.4,0.23,1.88,0.0,0.94,0.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.37,0.76,0.0,7.29,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,1.23,0.47,0.41,0.53,6.28,64.07,0.0,1.82,1.29,70.97,1.88,0.41,9.8,3.46,10.04,53.94,0.35,39.63,4.93,41.1,11.99,1.7,0.23,70.98,1.94,0.06,0.0,Manchester City,934386,17,M,,173.0,2002-05-27 00:00:00+00:00,Right,Belgium,2028-06-30 00:00:00+00:00,jeremydoku,Jérémy Doku,12000000.0,England Premier League,24/25,1533,29,0.1,0.13
0.55,0.1,18.75,8.32,0.49,57.69,11.67,4.91,16.48,77.05,0.88,32.53,1.82,1.11,0.2,0.0,0.0,0.0,1.79,0.36,0.59,0.75,0.1,0.55,1.11,0.0,0.0,1.79,0.33,6.21,0.0,0.03,0.12,0.66,0.88,0.0,23.23,0.0,0.75,0.94,1.33,1.2,0.13,0.65,0.1,,2.18,33.17,0.13,0.0,0.1,4.91,0.1,1.37,0.07,1.11,0.65,,0.0,0.0,0.13,0.0,3.25,0.0,0.13,0.0,0.03,11.21,0.59,0.0,7.29,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,120.39,0.0,0.1,2.73,0.49,0.98,1.5,1.37,47.19,0.0,0.39,0.16,41.67,1.37,1.17,2.89,0.52,3.06,32.98,0.85,16.54,5.36,21.39,8.05,3.22,0.13,36.76,0.46,0.03,0.0,Newcastle United,823941,39,F,74.0,193.0,1999-09-21 00:00:00+00:00,Right,Sweden,2031-06-30 00:00:00+00:00,alexanderisak,Alexander Isak,85000000.0,England Premier League,24/25,2769,34,0.09,0.08
1.73,1.0,25.89,8.27,1.25,55.38,15.23,11.56,25.79,81.51,0.24,15.91,1.28,1.18,0.28,0.0,0.0,0.03,5.05,0.38,0.28,1.42,0.07,0.28,1.18,0.0,0.0,1.56,0.66,6.09,0.0,0.1,0.16,0.36,0.45,0.0,7.84,0.0,0.28,0.55,1.18,1.04,0.14,0.21,0.07,,5.43,53.04,0.0,0.0,0.17,5.85,0.38,2.04,0.0,1.07,0.31,,0.0,0.03,0.07,0.0,1.73,0.0,0.03,0.0,0.0,15.13,0.62,0.0,7.28,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.55,1.56,1.97,1.11,1.0,2.32,51.94,0.0,1.35,0.76,56.41,2.01,3.46,4.47,3.88,5.68,48.24,2.25,23.05,12.46,31.64,8.57,3.53,0.07,54.9,1.77,0.03,0.0,Crystal Palace,864921,7,M,67.0,178.0,1998-06-29 00:00:00+00:00,Right,England,2029-06-30 00:00:00+00:00,eberechieze,Eberechi Eze,25000000.0,England Premier League,24/25,2600,34,-0.08,0.12
2.89,0.0,0.0,10.68,4.16,55.8,29.27,43.14,72.41,91.68,3.22,72.12,1.24,1.0,0.03,0.0,0.0,0.0,3.11,0.05,0.08,0.08,0.38,5.14,1.0,0.0,0.0,0.14,0.24,2.14,0.03,0.08,0.03,0.06,0.46,0.0,11.11,3.51,0.08,0.11,1.03,0.92,0.11,0.08,0.0,,1.46,62.07,0.08,0.0,0.03,6.57,1.51,0.32,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.11,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.03,0.62,0.11,0.43,0.22,0.08,60.0,0.0,1.03,0.54,52.63,0.32,5.0,0.14,0.03,4.68,68.65,7.46,34.16,44.84,78.97,7.28,0.73,0.14,90.43,0.35,0.14,0.0,Liverpool FC,151545,44,D,,195.0,1991-07-08 00:00:00+00:00,Right,Netherlands,2027-06-30 00:00:00+00:00,virgilvandijk,Virgil van Dijk,18000000.0,England Premier League,24/25,3330,37,0.02,0.0
1.86,0.75,19.84,15.27,1.71,53.77,23.3,10.55,33.1,80.01,0.21,18.42,0.93,1.14,0.18,0.0,0.0,0.0,4.21,0.36,0.09,0.6,0.06,0.84,1.14,0.0,0.0,1.2,0.36,4.3,0.0,0.03,0.21,0.13,0.57,0.0,13.24,0.0,0.27,0.45,1.35,0.96,0.39,0.18,0.09,,3.31,49.55,0.0,0.0,0.06,8.27,0.42,1.8,0.12,1.05,0.15,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.51,0.0,7.27,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,332.67,0.0,0.0,1.32,0.72,0.57,0.87,1.44,53.33,0.0,1.32,0.75,56.82,1.77,4.03,2.71,3.79,3.52,45.0,3.19,32.89,12.26,41.36,8.3,2.04,0.12,59.61,0.54,0.03,0.0,Fulham,352770,43,M,75.0,183.0,1996-05-03 00:00:00+00:00,Right,Nigeria,2028-06-30 00:00:00+00:00,alexiwobi,Alex Iwobi,35000000.0,England Premier League,24/25,2994,38,0.14,-0.03
0.16,0.03,33.33,4.1,0.07,66.67,5.68,2.66,8.31,67.47,1.87,52.78,1.67,1.02,0.1,0.0,0.0,0.03,1.12,0.16,0.69,0.53,0.2,0.72,1.02,0.0,0.0,0.89,0.16,4.1,0.0,0.0,0.07,0.72,0.79,0.0,20.37,0.0,0.72,0.82,1.25,1.08,0.16,0.62,0.1,,1.21,33.33,0.13,0.0,0.13,4.01,0.16,0.95,0.53,1.02,0.13,,0.0,0.0,0.13,0.0,2.46,0.0,0.1,0.0,0.0,7.16,0.46,0.0,7.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,124.59,0.0,0.03,3.22,0.33,1.05,1.97,0.43,39.39,0.0,0.36,0.2,54.55,0.95,0.26,1.08,0.1,3.09,42.92,0.1,8.96,3.45,12.31,7.4,3.55,0.13,22.85,0.43,0.07,0.0,Manchester City,839956,17,F,,194.0,2000-07-21 00:00:00+00:00,Left,Norway,2034-06-30 00:00:00+00:00,erlinghaaland,Erling Haaland,20000000.0,England Premier League,24/25,2741,31,0.0,0.03
0.77,0.77,23.08,15.06,0.68,69.57,22.24,8.29,29.77,84.03,0.26,33.33,0.51,1.28,0.38,0.0,0.0,0.04,3.62,0.68,0.3,0.77,0.09,0.68,1.28,0.0,0.0,1.36,0.94,4.81,0.0,0.04,0.22,0.31,0.26,0.0,12.28,0.0,0.3,0.68,1.49,1.36,0.13,0.3,0.0,,3.15,42.29,0.0,0.0,0.17,5.66,0.21,2.13,0.13,1.02,0.51,,0.0,0.0,0.09,0.0,2.13,0.0,0.04,0.0,0.04,12.55,0.64,0.0,7.27,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,302.29,0.0,0.04,1.66,0.77,0.55,1.11,1.23,41.43,0.0,0.72,0.38,52.94,2.13,1.23,2.98,3.32,3.4,41.45,0.98,29.09,9.66,35.43,9.27,2.42,0.13,51.76,1.19,0.04,0.0,Tottenham Hotspur,111505,33,F,,184.0,1992-07-08 00:00:00+00:00,Both,South Korea,2027-12-31 00:00:00+00:00,heungminson,Heung-min Son,15000000.0,England Premier League,24/25,2116,30,-0.01,0.16
3.67,1.48,25.49,17.8,4.77,42.14,30.14,18.89,47.56,77.72,0.11,18.75,0.49,1.25,0.23,0.0,0.0,0.0,5.0,0.57,0.08,0.68,0.15,1.82,1.25,0.0,0.0,0.57,2.12,4.24,0.0,0.15,0.28,0.07,0.42,0.0,6.67,0.0,0.11,0.34,0.95,0.87,0.08,0.08,0.04,,3.71,49.75,0.0,0.0,0.11,13.63,1.17,2.12,0.04,1.06,0.04,,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.85,0.38,0.0,7.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,792.33,0.0,0.11,0.49,1.21,0.72,0.3,0.64,50.0,0.0,2.73,1.89,69.44,2.01,8.06,1.29,5.79,3.82,47.42,11.32,44.72,22.26,61.19,9.06,1.7,0.19,87.88,0.34,0.19,0.0,Liverpool FC,795064,44,D,,180.0,1998-10-07 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,trentalexanderarnold,Trent Alexander-Arnold,70000000.0,England Premier League,24/25,2377,33,0.04,-0.05
2.5,0.0,0.0,3.37,9.55,40.97,6.71,16.95,23.66,63.09,0.21,88.89,0.03,1.0,0.03,0.0,0.0,0.0,8.87,0.03,0.0,0.0,0.32,1.37,1.0,0.05,0.0,0.0,0.03,0.05,0.03,0.03,0.01,,0.0,0.0,0.0,6.08,0.0,0.03,1.16,1.03,0.13,0.0,0.0,0.16,0.13,83.33,0.0,0.74,0.03,13.84,0.03,0.05,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,14.21,0.0,0.58,7.24,0.0,0.0,0.89,2.08,1.05,3.21,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.03,0.0,0.0,0.05,4.13,0.0,0.0,0.34,86.67,23.32,19.34,18.16,37.5,7.24,0.0,0.05,47.95,0.18,0.18,0.0,Everton,138530,48,G,77.0,185.0,1994-03-07 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,jordanpickford,Jordan Pickford,18000000.0,England Premier League,24/25,3420,38,,0.02
1.6,1.35,30.0,11.7,2.3,49.56,23.85,23.53,46.03,85.38,1.23,49.18,1.27,1.11,0.16,0.0,0.0,0.0,4.89,0.21,0.0,0.16,0.29,2.09,1.11,0.0,0.0,0.82,1.4,4.15,0.0,0.12,0.15,0.02,0.37,0.0,0.0,0.0,0.0,0.16,1.27,1.19,0.08,0.0,0.0,,3.7,56.25,0.0,0.0,0.0,7.88,0.74,1.4,0.0,0.99,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.53,0.33,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.16,0.25,0.04,0.45,61.11,0.0,2.38,1.68,70.69,1.4,3.08,0.74,4.52,4.93,54.3,4.64,32.03,26.4,53.91,8.03,0.45,0.04,78.3,0.86,0.12,0.0,Newcastle United,1136730,39,D,,179.0,2004-09-08 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,lewishall,Lewis Hall,40000000.0,England Premier League,24/25,2192,27,-0.02,0.01
1.52,0.76,25.58,15.02,1.69,56.32,29.34,14.29,42.88,87.22,0.66,35.19,1.21,1.21,0.17,0.0,0.0,0.0,5.11,0.21,0.07,0.45,0.31,1.0,1.21,0.0,0.0,0.76,1.69,6.46,0.03,0.0,0.19,0.1,2.14,0.0,13.16,0.0,0.17,0.35,0.83,0.72,0.1,0.1,0.07,,5.21,49.83,0.07,0.0,0.07,6.28,0.76,1.55,0.03,1.04,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.62,0.0,7.24,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,521.4,0.0,0.03,0.76,0.55,0.38,0.48,0.55,43.24,0.0,3.28,2.0,61.05,1.55,2.73,1.28,2.97,5.87,47.62,3.0,36.04,16.09,49.16,8.75,1.31,0.07,67.46,1.38,0.21,0.0,Liverpool FC,895324,44,M,72.0,176.0,1998-12-24 00:00:00+00:00,Right,Argentina,2028-06-30 00:00:00+00:00,alexismacallister,Alexis Mac Allister,4000000.0,England Premier League,24/25,2607,35,0.07,-0.02
1.52,0.0,0.0,10.69,2.17,42.54,25.04,31.17,56.21,90.72,2.09,59.14,1.45,1.07,0.04,0.0,0.0,0.0,2.4,0.08,0.15,0.27,0.38,3.39,1.07,0.0,0.0,0.08,0.15,2.4,0.0,0.08,0.05,0.1,0.72,0.0,13.64,0.99,0.11,0.15,0.84,0.72,0.11,0.11,0.0,,1.75,64.79,0.11,0.0,0.04,5.75,0.61,0.49,0.0,1.07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,6.58,0.08,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.33,0.0,0.0,0.76,0.08,0.38,0.19,0.15,80.0,0.0,0.95,0.57,60.0,0.49,3.35,0.19,0.34,3.84,61.59,5.1,29.68,32.61,61.95,7.71,0.84,0.11,72.72,0.72,0.15,0.0,Arsenal,869792,42,D,78.0,190.0,1997-12-19 00:00:00+00:00,Left,Brazil,2029-06-30 00:00:00+00:00,gabriel,Gabriel,75000000.0,England Premier League,24/25,2365,28,0.01,-0.01
2.31,0.11,40.0,13.25,2.57,63.16,28.88,23.28,52.05,90.15,0.97,64.29,0.54,1.02,0.05,0.0,0.0,0.0,6.14,0.13,0.0,0.24,0.27,1.42,1.02,0.0,0.0,0.67,0.86,4.42,0.0,0.03,0.08,0.02,1.88,0.0,5.0,0.0,0.03,0.08,1.13,0.97,0.16,0.03,0.0,,5.36,57.97,0.0,0.0,0.03,5.69,1.31,0.8,0.0,1.02,0.0,,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.05,8.34,0.7,0.0,7.24,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3356.0,0.0,0.0,0.08,0.46,0.21,0.08,0.78,56.86,0.0,3.06,1.96,64.04,0.8,3.78,1.37,0.27,6.33,58.85,4.08,33.31,24.7,57.74,7.37,0.54,0.08,72.97,1.56,0.29,0.0,Chelsea,987650,38,M,,178.0,2001-11-02 00:00:00+00:00,Right,Ecuador,2033-06-30 00:00:00+00:00,moisescaicedo,Moisés Caicedo,50000000.0,England Premier League,24/25,3356,38,0.01,-0.03
1.71,1.56,38.75,18.3,1.71,77.27,29.95,9.68,38.07,88.62,0.15,25.0,0.45,1.41,0.1,0.0,0.0,0.0,3.08,0.35,0.15,0.91,0.05,0.35,1.41,0.0,0.0,1.56,0.55,3.98,0.05,0.0,0.27,0.26,0.25,0.0,12.96,0.0,0.35,0.45,1.21,1.16,0.05,0.35,0.0,,3.08,46.56,0.0,0.0,0.05,4.89,0.45,2.17,0.35,1.01,0.15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.66,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.1,1.26,1.46,1.01,0.81,0.71,37.84,0.0,0.66,0.25,38.46,2.17,2.87,1.87,4.03,3.23,44.76,2.22,36.3,10.69,42.96,10.22,2.72,0.15,61.36,1.71,0.1,0.0,Manchester City,859765,17,M,70.0,171.0,2000-05-28 00:00:00+00:00,Left,England,2027-06-30 00:00:00+00:00,philfoden,Phil Foden,5000000.0,England Premier League,24/25,1785,28,0.09,-0.17
1.31,0.41,34.38,14.12,1.27,85.0,21.7,5.27,26.55,86.08,0.52,26.92,1.42,1.34,0.19,0.0,0.0,0.0,3.92,0.3,0.41,0.82,0.15,0.26,1.34,0.0,0.0,1.83,0.9,7.77,0.0,0.04,0.17,0.45,1.79,0.0,18.31,0.0,0.49,0.67,0.78,0.71,0.07,0.49,0.0,,4.56,41.78,0.07,0.0,0.07,4.29,0.26,2.09,0.11,1.05,0.37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,11.24,0.82,0.0,7.23,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,185.38,0.0,0.0,2.2,0.45,0.71,1.12,1.98,50.96,0.0,1.46,0.97,66.67,2.09,1.72,3.88,1.2,5.08,39.53,1.49,26.22,5.83,30.85,9.72,2.65,0.19,49.11,1.16,0.07,0.0,Liverpool FC,883537,44,M,,178.0,1997-01-13 00:00:00+00:00,Right,Colombia,2029-06-30 00:00:00+00:00,luisdiaz,Luis Díaz,75000000.0,England Premier League,24/25,2410,36,0.04,0.02
1.75,0.4,20.0,19.95,1.55,54.12,31.2,19.51,50.31,88.97,0.17,31.25,0.37,1.11,0.13,0.0,0.0,0.0,3.61,0.3,0.1,0.37,0.3,1.01,1.11,0.0,0.0,1.15,1.04,4.25,0.0,0.1,0.15,0.13,0.91,0.0,12.5,0.0,0.13,0.27,1.21,1.08,0.13,0.13,0.0,,3.91,50.22,0.0,0.0,0.0,6.23,0.77,1.79,0.1,0.98,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.67,0.0,7.23,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,667.75,0.0,0.0,1.01,0.07,0.3,0.4,0.94,51.85,0.0,1.89,1.25,66.07,1.79,2.93,1.82,2.02,4.08,48.99,2.86,37.77,20.79,56.54,8.04,1.08,0.07,72.88,1.08,0.24,0.0,Manchester City,331209,17,M,,173.0,1994-08-10 00:00:00+00:00,Left,Portugal,2028-06-30 00:00:00+00:00,bernardosilva,Bernardo Silva,18000000.0,England Premier League,24/25,2671,33,0.0,-0.02
1.82,0.41,28.89,13.17,1.63,62.2,22.52,9.12,31.22,80.71,1.31,42.71,1.75,1.08,0.26,0.0,0.0,0.0,4.05,0.32,0.1,0.41,0.1,0.92,1.08,0.0,0.0,1.4,0.51,6.0,0.0,0.03,0.15,0.2,1.21,0.0,11.48,0.0,0.22,0.48,1.08,0.92,0.16,0.19,0.03,,3.6,45.93,0.06,0.0,0.0,7.46,0.73,1.66,0.03,1.08,0.22,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,13.75,0.51,0.0,7.23,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,403.14,0.0,0.13,1.08,0.86,0.83,0.7,0.99,46.97,0.0,1.37,0.7,51.16,1.63,2.87,2.1,1.44,4.91,45.03,2.62,29.53,10.59,38.69,7.84,1.95,0.06,55.46,1.28,0.29,0.03,Nottingham Forest,865912,14,M,,171.0,2000-01-27 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,morgangibbswhite,Morgan Gibbs-White,1000000.0,England Premier League,24/25,2822,34,0.02,0.11
3.68,0.07,16.67,9.51,4.76,49.23,22.74,27.42,50.09,84.2,2.53,60.71,1.64,1.19,0.07,0.0,0.0,0.0,3.9,0.11,0.07,0.22,0.26,7.21,1.15,0.0,0.0,0.04,0.41,3.34,0.04,0.11,0.06,0.07,1.15,0.0,16.67,0.56,0.11,0.19,1.15,1.04,0.11,0.11,0.0,,1.78,51.06,0.11,0.0,0.04,9.4,1.9,0.56,0.0,0.97,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,0.11,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.33,0.0,0.0,0.48,0.19,0.3,0.15,0.07,40.0,0.0,1.34,0.97,72.22,0.56,6.24,0.19,0.45,4.31,56.31,9.66,30.17,29.76,59.49,8.32,0.67,0.15,75.95,0.37,0.37,0.0,Bournemouth,1176744,60,D,,195.0,2005-04-14 00:00:00+00:00,Both,Spain,2030-06-30 00:00:00+00:00,deanhuijsen,Dean Huijsen,1000000.0,England Premier League,24/25,2422,32,0.04,0.01
2.11,0.19,25.0,14.59,2.36,53.09,24.57,15.96,40.34,83.67,0.52,50.0,0.52,1.04,0.16,0.0,0.0,0.0,5.16,0.33,0.05,0.25,0.14,1.1,1.04,0.0,0.0,2.08,0.99,6.06,0.05,0.08,0.15,0.12,1.78,0.0,11.11,0.0,0.14,0.3,1.21,1.1,0.11,0.11,0.03,,6.14,52.58,0.05,0.0,0.03,7.87,0.8,1.45,0.0,1.04,0.05,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,0.63,0.0,7.22,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,656.4,0.0,0.0,0.71,0.52,0.58,0.41,0.93,55.74,0.0,2.28,1.29,56.63,1.43,3.76,1.67,0.77,6.66,52.37,4.44,31.15,17.82,48.21,7.52,1.23,0.05,66.72,2.96,0.19,0.0,Newcastle United,866469,39,M,,182.0,1997-11-16 00:00:00+00:00,Right,Brazil,2028-06-30 00:00:00+00:00,brunoguimaraes,Bruno Guimarães,42000000.0,England Premier League,24/25,3282,38,0.02,0.01
2.03,1.11,25.0,13.72,1.88,49.19,22.33,11.44,32.67,77.63,0.37,30.0,0.86,1.17,0.31,0.0,0.0,0.0,5.51,0.46,0.12,0.46,0.06,0.89,1.17,0.0,0.0,1.45,1.54,5.48,0.0,0.06,0.22,0.09,0.55,0.0,5.71,0.0,0.06,0.37,1.26,1.14,0.12,0.06,0.0,,4.92,51.61,0.0,0.0,0.0,9.41,0.83,1.97,0.0,1.05,0.18,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,1.08,0.0,7.2,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,0.0,0.09,0.71,0.37,0.4,0.22,1.54,58.14,0.0,2.55,1.35,53.01,1.94,4.92,2.65,4.43,5.29,49.14,3.81,32.94,13.56,42.08,8.42,1.08,0.03,62.56,0.83,0.06,0.0,Brentford,907072,50,M,,180.0,2000-07-03 00:00:00+00:00,Right,Denmark,2030-06-30 00:00:00+00:00,mikkeldamsgaard,Mikkel Damsgaard,18000000.0,England Premier League,24/25,2926,38,-0.03,0.09
